Date,Energy Required (MU),Energy Met (MU),Energy +/- (MU),Genco Thermal,Genco Hydel,Genco Total,CGS and Purchases,IPPS (GAS),NCEs & Others,AP Share of TGISTS,Grand Total,Reversible Pump Consumption,Unrestricted Peak Demand (MW),Deficit/Surplus (MW)
21-Aug-13,244.57,244.57,0,63.35,57.909,121.259,91.167,11.616,20.528,0,244.57,0,10590,0
22-Aug-13,246.284,246.284,0,63.372,60.39,123.762,89.899,12,20.623,0,246.284,0,10812,0
23-Aug-13,256.129,256.129,0,65.944,69.03,134.974,88.843,12.545,19.767,0,256.129,0,11096,0
24-Aug-13,263.284,263.284,0,73.146,67.595,140.741,91.225,13.027,18.291,0,263.284,0,11366,0
25-Aug-13,261.968,261.815,-0.153,74.889,61.08,135.969,96.094,12.145,17.607,0,261.815,0,11383,0
26-Aug-13,266.382,266.382,0,77.873,54.923,132.796,103.842,12.681,17.063,0,266.382,0,11433,0
27-Aug-13,264.151,264.151,0,77.708,59.325,137.033,110.119,12.088,4.911,0,264.151,0,11477,0
28-Aug-13,265.313,265.313,0,78.8,57.843,136.643,111.634,12.456,4.58,0,265.313,0,11637,0
29-Aug-13,264.029,264.029,0,77.603,56.516,134.119,103.546,11.965,14.399,0,264.029,0,11420,0
30-Aug-13,269.587,268.119,-1.468,76.566,55.976,132.542,109.721,12.376,13.48,0,268.119,0,11728,-75
31-Aug-13,265.882,261.411,-4.471,75.229,49.637,124.866,121.409,11.965,3.171,0,261.411,0,11917,-200
01-Sep-13,254.357,253.134,-1.223,76.808,35.235,112.043,125.306,12.355,3.43,0,253.134,0,11588,-200
02-Sep-13,261.397,255.455,-5.942,76.098,40.323,116.421,123.587,11.99,3.457,0,255.455,0,11382,-300
03-Sep-13,260.484,254.759,-5.725,82.586,31.794,114.38,109.505,12.325,18.549,0,254.759,0,11555,-300
04-Sep-13,258.208,255.679,-2.529,87.278,36.399,123.677,117.114,11.246,3.642,0,255.679,0,11444,-300
05-Sep-13,264.081,260.447,-3.634,87.179,33.069,120.248,125.16,10.604,4.435,0,260.447,0,11893,-300
06-Sep-13,269.015,262.881,-6.134,87.419,38.14,125.559,106.768,11.688,18.866,0,262.881,0,11939,-275
07-Sep-13,259.72,257.11,-2.61,93.328,24.929,118.257,109.312,11.077,18.464,0,257.11,0,11496,-150
08-Sep-13,240.654,240.004,-0.65,95.834,16.58,112.414,100.341,12.712,14.537,0,240.004,0,10665,0
09-Sep-13,231.566,231.566,0,91.835,11.82,103.655,101.946,12.36,13.605,0,231.566,0,10467,0
10-Sep-13,242.883,242.233,-0.65,93.38,16.572,109.952,102.153,12.678,17.45,0,242.233,0,10778,-100
11-Sep-13,241.185,240.535,-0.65,82.747,22.072,104.819,106.991,11.932,16.793,0,240.535,0,10873,-100
12-Sep-13,245.81,244.994,-0.816,74.609,31.059,105.668,124.035,12.906,2.385,0,244.994,0,10866,-100
13-Sep-13,251.071,250.421,-0.65,70.481,41.793,112.274,123.147,12.66,2.34,0,250.421,0,11108,-200
14-Sep-13,251.241,249.911,-1.33,79.742,36.406,116.148,103.858,12.457,17.448,0,249.911,0,10786,-75
15-Sep-13,243.572,242.922,-0.65,76.701,37.657,114.358,100.465,11.612,16.487,0,242.922,0,10671,-50
16-Sep-13,244.149,243.469,-0.68,68.487,62.713,131.2,96.656,12.164,3.449,0,243.469,0,10639,0
17-Sep-13,238.122,237.472,-0.65,69.763,60.382,130.145,92.495,11.879,2.953,0,237.472,0,10312,0
18-Sep-13,234.86,234.86,0,74.667,56.204,130.871,75.132,12.44,16.417,0,234.86,0,10079,0
19-Sep-13,239.504,239.504,0,72.357,58.195,130.552,79.196,11.954,17.802,0,239.504,0,10561,0
20-Sep-13,236.024,236.024,0,71.449,60.582,132.031,83.34,12.173,8.48,0,236.024,0,10363,0
21-Sep-13,228.779,228.779,0,72.015,60.198,132.213,74.689,12.289,9.588,0,228.779,0,10229,0
22-Sep-13,231.299,231.299,0,71.5,61.221,132.721,77.217,12.76,8.601,0,231.299,0,10292,0
23-Sep-13,246.47,246.47,0,75.045,65.046,140.091,87.784,11.894,6.701,0,246.47,0,10981,0
24-Sep-13,260.683,260.683,0,84.022,66.139,150.161,84.412,12.386,13.724,0,260.683,0,11201,0
25-Sep-13,264.892,264.782,-0.11,80.498,65.129,145.627,92.874,11.751,14.53,0,264.782,0,11649,0
26-Sep-13,269.923,269.923,0,85.452,56.843,142.295,101.331,11.308,14.989,0,269.923,0,11768,0
27-Sep-13,274.737,268.084,-6.653,88.396,40.873,129.269,115.395,11.71,11.71,0,268.084,0,11985,-300
28-Sep-13,271.747,267.001,-4.746,81.994,37.74,119.734,130.409,12.131,4.727,0,267.001,0,12187,-300
29-Sep-13,258.383,255.581,-2.802,71.658,29.244,100.902,137.171,11.715,5.793,0,255.581,0,11523,-200
30-Sep-13,267.219,264.543,-2.676,79.463,32.042,111.505,122.444,12.194,18.4,0,264.543,0,11943,-150
01-Oct-13,271.723,266.296,-5.427,86.771,29.312,116.083,119.281,12.068,18.864,0,266.296,0,12140,-226
02-Oct-13,253.858,251.339,-2.519,84.798,20.128,104.926,119.282,12.177,14.954,0,251.339,0,11584,-150
03-Oct-13,238.506,237.656,-0.85,77.926,27.683,105.609,105.656,11.566,14.825,0,237.656,0,10455,0
04-Oct-13,235.76,231.666,-4.094,65.873,37.006,102.879,114.854,10.423,3.51,0,231.666,0,10523,-500
05-Oct-13,246.275,230.021,-16.254,52.525,49.346,101.871,98.638,10.212,19.3,0,230.021,0,10883,-800
06-Oct-13,245.701,215.251,-30.45,47.689,35.12,82.809,119.038,9.318,4.086,0,215.251,0,11159,-1400
07-Oct-13,234.599,208.806,-25.793,42.533,33.08,75.613,121.974,8.357,2.862,0,208.806,0,10932,-1400
08-Oct-13,239.964,211.837,-28.127,32.073,37.88,69.953,115.948,9.656,16.28,0,211.837,0,11751,-2200
09-Oct-13,228.067,202.138,-25.929,33.138,23.419,56.557,118.194,11.359,16.028,0,202.138,0,11570,-2000
10-Oct-13,234.916,225.527,-9.389,33.005,44.167,77.172,121.271,11.822,15.262,0,225.527,0,10511,-400
11-Oct-13,232.718,230.591,-2.127,60.589,34.635,95.224,108.92,12.182,14.265,0,230.591,0,10364,-100
12-Oct-13,236.251,236.251,0,91.532,15.522,107.054,109.863,11.518,7.816,0,236.251,0,10171,0
13-Oct-13,230.479,230.479,0,89.732,18.406,108.138,106.009,11.02,5.312,0,230.479,0,9851,0
14-Oct-13,236.581,236.411,-0.17,91.756,17.495,109.251,111.997,11.179,3.984,0,236.411,0,10526,-100
15-Oct-13,251.322,231.738,-19.584,92.22,20.572,112.792,103.399,12.08,3.467,0,231.738,0,11249,-1000
16-Oct-13,258.182,236.181,-22.001,90.731,20.781,111.512,97.109,11.354,16.206,0,236.181,0,11700,-1300
17-Oct-13,268.936,238.025,-30.911,92.971,18.803,111.774,98.165,11.753,16.333,0,238.025,0,12281,-1500
18-Oct-13,271.299,248.085,-23.214,96.16,17.757,113.917,100.495,19.021,14.652,0,248.085,0,12468,-1200
19-Oct-13,268.972,253.345,-15.627,88.913,19.499,108.412,122.472,19.77,2.691,0,253.345,0,11925,-800
20-Oct-13,256.34,251.836,-4.504,87.707,18.169,105.876,110.193,18.476,17.291,0,251.836,0,11035,-200
21-Oct-13,253.382,246.338,-7.044,90.543,14.95,105.493,108.612,14.097,18.136,0,246.338,0,11415,-300
22-Oct-13,233.7,233.7,1.26,90.908,10.125,101.033,103.254,11.39,18.023,0,233.7,0,10273,-100
23-Oct-13,219.593,219.593,0,85.203,9.863,95.066,109.136,11.868,3.523,0,219.593,0,9874,0
24-Oct-13,205.787,205.787,0,82.706,9.367,92.073,88.214,10.185,15.315,0,205.787,0,9831,0
25-Oct-13,197.63,197.63,0,72.859,17.744,90.603,84.36,10.23,12.437,0,197.63,0,9711,0
26-Oct-13,195.351,195.351,0,63.656,34.072,97.728,74.853,11.107,11.663,0,195.351,0,9747,0
27-Oct-13,192.085,192.085,0,69.842,30.765,100.607,67.669,12.126,11.683,0,192.085,0,9492,0
28-Oct-13,207.8,207.8,0,67.895,50.801,118.696,67.788,10.962,10.354,0,207.8,0,10173,0
29-Oct-13,216.37,216.37,0,74.884,39.316,114.2,87.411,12.074,2.685,0,216.37,0,10389,0
30-Oct-13,222.517,222.517,0,84.411,18.195,102.606,105.878,11.355,2.678,0,222.517,0,10296,0
31-Oct-13,225.315,225.315,0,83.299,19.632,102.931,97.14,11.735,13.509,0,225.315,0,10379,0
01-Nov-13,226.65,226.65,0,89.104,15.629,104.733,107.893,11.121,2.903,0,226.65,0,10232,0
02-Nov-13,227.229,227.229,0,81.761,14.885,96.646,115.44,11.964,3.179,0,227.229,0,10260,0
03-Nov-13,209.863,209.863,0,73.075,13.168,86.243,108.814,11.414,3.392,0,209.863,0,9574,0
04-Nov-13,219.616,219.616,0,72.609,12.035,84.644,119.131,12.069,3.772,0,219.616,0,10153,0
05-Nov-13,227.303,227.303,0,79.183,15.152,94.335,117.425,11.53,4.013,0,227.303,0,10418,0
06-Nov-13,231.065,230.994,-0.071,74.879,25.763,100.642,114.736,12.041,3.575,0,230.994,0,10370,-100
07-Nov-13,234.075,234.075,0,85.136,15.535,100.671,118.256,11.497,3.651,0,234.075,0,10464,0
08-Nov-13,235.413,234.497,-0.916,85.933,18.432,104.365,114.834,11.922,3.376,0,234.497,0,10690,-100
09-Nov-13,233.678,232.922,-0.756,85.103,19.435,104.538,114.154,11.005,3.225,0,232.922,0,10535,-50
10-Nov-13,228.572,228.071,-0.501,83.624,21.258,104.882,108.482,11.799,2.908,0,228.071,0,10108,-100
11-Nov-13,232.807,232.051,-0.756,84.584,23.154,107.738,99.193,11.322,13.798,0,232.051,0,10300,-32
12-Nov-13,235.105,234.601,-0.504,85.473,17.695,103.168,105.21,11.489,14.734,0,234.601,0,10517,-100
13-Nov-13,234.234,230.069,-4.165,87.278,14.313,101.591,115.272,10.459,2.747,0,230.069,0,10791,-200
14-Nov-13,234.549,227.368,-7.181,90.039,16.835,106.874,106.381,11.32,2.793,0,227.368,0,10658,-300
15-Nov-13,231.638,223.185,-8.453,88.479,15.664,104.143,94.767,12.057,12.218,0,223.185,0,10872,-400
16-Nov-13,225.288,222.295,-2.993,88.227,12.413,100.64,96.288,12.142,13.225,0,222.295,0,10405,-200
17-Nov-13,216.396,216.396,0,87.809,7.899,95.708,102.25,14.935,3.503,0,216.396,0,9717,0
18-Nov-13,224.878,224.878,0,86.575,12.296,98.871,106.506,16.362,3.139,0,224.878,0,10143,0
19-Nov-13,234.553,234.398,-0.155,92.527,12.657,105.184,99.393,14.782,15.039,0,234.398,0,10407,-10
20-Nov-13,235.924,235.924,0,93.336,9.343,102.679,103.742,14.678,14.825,0,235.924,0,10570,0
21-Nov-13,236.068,236.068,0,97.945,8.202,106.147,112.821,14.594,2.506,0,236.068,0,10503,0
22-Nov-13,224.098,224.098,0,91.384,2.681,94.065,112.759,14.609,2.665,0,224.098,0,10214,0
23-Nov-13,221.309,221.309,0,87.76,3.299,91.059,114.088,13.182,2.98,0,221.309,0,9985,0
24-Nov-13,215.313,215.313,0,85.787,0.729,86.516,111.986,13.518,3.293,0,215.313,0,9774,0
25-Nov-13,223.221,223.221,0,92.9,8.055,100.955,106.09,13.466,2.71,0,223.221,0,10070,0
26-Nov-13,228.837,228.837,0,93.327,10.231,103.558,108.254,14.337,2.688,0,228.837,0,10395,0
27-Nov-13,229.042,229.042,0,91.543,9.421,100.964,98.48,15.451,14.147,0,229.042,0,10306,0
28-Nov-13,221.33,221.33,0,87.273,7.401,94.674,96.482,15.233,14.941,0,221.33,0,10261,0
29-Nov-13,216.976,216.976,0,88.092,11.541,99.633,100.511,14.075,2.757,0,216.976,0,10138,0
30-Nov-13,224.566,224.566,0,88.852,13.109,101.961,104.351,14.911,3.343,0,224.566,0,10380,0
01-Dec-13,223.684,219.998,-3.686,84.327,22.063,106.39,95.862,14.378,3.368,0,219.998,0,10407,-300
02-Dec-13,233.025,227.699,-5.326,90.449,14.594,105.043,89.407,14.874,18.375,0,227.699,0,10774,-300
03-Dec-13,233.045,227.419,-5.626,87.929,14.199,102.128,107.363,14.386,3.772,0,227.649,0.23,10639,-250
04-Dec-13,231.953,229.126,-2.827,83.455,10.869,94.324,113.426,17.03,4.346,0,229.126,0,10568,-125
05-Dec-13,227.53,226.411,-1.119,85.17,13.312,98.482,110.381,17.316,3.698,0,229.877,3.466,10134,0
06-Dec-13,231.704,231.704,0,92.221,25.08,117.301,92.427,14.85,14.487,0,239.065,7.361,10634,0
07-Dec-13,229.878,229.878,0,94.479,14.169,108.648,109.2,14.123,2.96,0,234.931,5.053,10405,0
08-Dec-13,224.587,224.587,0,91.544,8.088,99.632,106.141,14.395,14.269,0,234.437,9.85,10129,0
09-Dec-13,228.952,228.952,0,90.145,8.282,98.427,120.628,13.731,2.726,0,235.512,6.56,10645,0
10-Dec-13,233.439,233.439,0,89.018,7.821,96.839,126.083,16.268,2.867,0,242.057,8.618,10927,0
11-Dec-13,240.424,238.898,-1.526,83.002,12.928,95.93,113.103,18.695,15.52,0,243.248,4.35,10840,-100
12-Dec-13,241.975,241.307,-0.668,82.135,13.226,95.361,126.375,17.084,4.95,0,243.77,2.463,10743,-50
13-Dec-13,241.921,241.537,-0.384,83.356,12.469,95.825,116.845,16.441,16.067,0,245.178,3.641,10891,0
14-Dec-13,235.398,232.424,-2.974,87.641,14.662,102.303,104.227,13.875,14.209,0,234.614,2.19,10968,-125
15-Dec-13,231.455,228.41,-3.045,87.502,10.235,97.737,117.953,12.984,2.766,0,231.44,3.03,10372,-150
16-Dec-13,241.185,232.12,-9.065,87.315,15.121,102.436,117.351,12.667,3.003,0,235.457,3.337,10946,-400
17-Dec-13,245.08,237.479,-7.601,90.628,9.43,100.058,124.735,12.884,3.104,0,240.781,3.302,10920,-350
18-Dec-13,250.038,237.326,-12.712,86.968,11.344,98.312,127.575,12.679,2.971,0,241.537,4.211,11336,-600
19-Dec-13,246.673,239.238,-7.435,84.054,7.797,91.851,121.737,13.19,15.384,0,242.162,2.924,11337,-350
20-Dec-13,251.607,243.794,-7.813,86.678,7.658,94.336,135.242,13.487,3.099,0,246.164,2.37,11294,-350
21-Dec-13,250.312,244.347,-5.965,86.066,7.07,93.136,125.579,12.913,16.222,0,247.85,3.503,11640,-800
22-Dec-13,245.123,239.243,-5.88,84.202,8.181,92.383,122.076,13.046,16.761,0,244.266,5.023,10987,-245
23-Dec-13,249.12,241.199,-7.921,87.931,10.746,98.677,129.687,12.469,4.436,0,245.269,4.07,11400,-330
24-Dec-13,252.68,242.063,-10.617,80.63,20.085,100.715,125.153,11.518,4.705,0,242.091,0.028,11452,-500
25-Dec-13,251.394,245.896,-5.498,91.216,13.018,104.234,128.001,12.981,4.049,0,249.265,3.369,11079,-250
26-Dec-13,253.603,248.763,-4.84,91.043,12.395,103.438,135.117,12.643,4.29,0,255.488,6.725,11392,-200
27-Dec-13,255.448,251.182,-4.266,90.501,13.299,103.8,134.812,12.775,4.038,0,255.425,4.243,11391,-200
28-Dec-13,254.405,248.156,-6.249,96.844,14.754,111.598,124.285,12.371,3.716,0,251.97,3.814,11450,-300
29-Dec-13,244.822,242.623,-2.199,95.164,12.888,108.052,111.963,12.521,16.692,0,249.228,6.605,10831,-100
30-Dec-13,246.71,243.275,-3.435,95.547,14.537,110.084,108.489,12.209,17.489,0,248.271,4.996,11452,-143
31-Dec-13,252.998,248.823,-4.175,98.026,13.306,111.332,122.919,12.957,4.866,0,252.074,3.251,11565,-200
01-Jan-14,245.651,242.739,-2.912,98.755,11.627,110.382,120.579,12.222,4.216,0,247.399,4.66,11256,-200
02-Jan-14,254.005,249.802,-4.203,96.146,12.158,108.304,127.908,12.8,3.957,0,252.969,3.167,11287,-300
03-Jan-14,260.335,252.19,-8.145,100.908,14.048,114.956,124.777,12.8,3.603,0,256.136,3.946,11471,-400
04-Jan-14,259.758,251.242,-8.516,97.792,16.515,114.307,120.841,13.48,3.854,0,252.482,1.24,11594,-400
05-Jan-14,254.92,248.118,-6.802,102.254,16.114,118.368,111.581,14.633,3.911,0,248.493,0.375,11240,-300
06-Jan-14,261.424,250.722,-10.702,100.97,24.116,125.086,94.865,14.772,16.759,0,251.482,0.76,11502,-400
07-Jan-14,266.721,257.628,-9.093,104.332,18.769,123.101,102.552,14.117,18.088,0,257.858,0.23,12004,-400
08-Jan-14,271.435,261.656,-9.779,102.049,17.146,119.195,126.959,14.04,4.897,0,265.091,3.435,11929,-410
09-Jan-14,272.216,259.799,-12.417,96.864,22.76,119.624,124.093,13.502,3.726,0,260.945,1.146,12534,-600
10-Jan-14,275.29,259.487,-15.803,96.065,25.311,121.376,120.021,14.72,3.849,0,259.966,0.479,13049,-700
11-Jan-14,272.366,254.478,-17.888,99.137,26.177,125.314,111.109,13.912,4.143,0,254.478,0,12537,-800
12-Jan-14,270.828,255.534,-15.294,98.807,12.727,111.534,126.913,14.563,4.362,0,257.372,1.838,12340,-700
13-Jan-14,271.086,259.611,-11.475,102.162,18.708,120.87,124.093,13.758,4.409,0,263.13,3.519,12188,-500
14-Jan-14,260.963,256.263,-4.7,98.273,11.447,109.72,118.859,14.253,17.804,0,260.636,4.373,12208,-200
15-Jan-14,256.877,253.521,-3.356,98.388,10.455,108.843,118.657,13.619,17.328,0,258.447,4.926,11309,-150
16-Jan-14,263.985,255.797,-8.188,98.259,12.094,110.353,130.821,14.226,4.047,0,259.447,3.65,11508,-350
17-Jan-14,267.776,260.961,-6.815,104.067,11.492,115.559,132.31,13.109,5.111,0,266.089,5.128,11585,-300
18-Jan-14,270.339,263.971,-6.368,103.626,11.372,114.998,136.11,14.305,4.63,0,270.043,6.072,11366,-300
19-Jan-14,266.321,262.971,-3.35,100.869,12.247,113.116,135.011,13.613,5.192,0,266.932,3.961,11787,-200
20-Jan-14,273.298,265.203,-8.095,97.907,12.553,110.46,138.194,14.412,5.933,0,268.999,3.796,12065,-350
21-Jan-14,276.56,268.013,-8.547,98.149,14.528,112.677,136.079,13.574,5.809,0,268.139,0.126,12336,-400
22-Jan-14,276.225,265.384,-10.841,98.612,15.853,114.465,118.94,14.268,18.22,0,265.893,0.509,12346,-500
23-Jan-14,279.061,268.466,-10.595,101.428,14.319,115.747,121.027,13.447,18.624,0,268.845,0.379,12304,-400
24-Jan-14,278.724,267.983,-10.741,98.98,14.773,113.753,137.326,14.339,3.873,0,269.291,1.308,12174,-500
25-Jan-14,279.579,269.717,-9.862,101.356,12.068,113.424,138.046,13.618,4.629,0,269.717,0,12612,-500
26-Jan-14,271.162,265.905,-5.257,95.589,12.634,108.223,140.278,14.168,4.949,0,267.618,1.713,12317,-400
27-Jan-14,274.834,261.61,-13.224,88.603,15.369,103.972,139.598,13.611,4.667,0,261.848,0.238,12112,-700
28-Jan-14,278.275,263.492,-14.783,97.14,11.014,108.154,137.507,14.507,3.543,0,263.711,0.219,12260,-650
29-Jan-14,280.127,261.885,-18.242,96.674,13.392,110.066,134.716,13.069,4.034,0,261.885,0,12449,-800
30-Jan-14,280.964,261.301,-19.663,98.156,13.749,111.905,120.928,13.656,14.812,0,261.301,0,12255,-800
31-Jan-14,282.324,256.484,-25.84,93.153,13.381,106.534,116.856,18.176,14.918,0,256.484,0,12400,-1100
01-Feb-14,285.391,258.471,-26.92,96.4,11.785,108.185,127.218,18.452,4.616,0,258.471,0,12315,-1100
02-Feb-14,273.84,259.005,-14.835,99.211,8.772,107.983,128.298,18.296,4.428,0,259.005,0,12183,-600
03-Feb-14,278.609,258.436,-20.173,95.277,13.123,108.4,129.824,16.585,3.627,0,258.436,0,12349,-900
04-Feb-14,284.331,265.831,-18.5,102.635,14.858,117.493,129.617,15.413,3.308,0,265.831,0,12326,-800
05-Feb-14,282.812,262.588,-20.224,103.997,12.947,116.944,129.168,13.282,3.194,0,262.588,0,12341,-900
06-Feb-14,283.647,263.941,-19.706,102.227,11.416,113.643,131.913,14.598,3.787,0,263.941,0,12397,-850
07-Feb-14,285.163,262.307,-22.856,101.676,13.43,115.106,115.246,13.316,18.639,0,262.307,0,12279,-700
08-Feb-14,287.461,266.803,-20.658,103.462,13.846,117.308,116.417,14.149,18.929,0,266.803,0,12573,-900
09-Feb-14,280.21,262.107,-18.103,100.877,13.326,114.203,130.993,13.399,3.512,0,262.107,0,12399,-800
10-Feb-14,285.203,266.695,-18.508,101.442,12.776,114.218,136.03,13.153,3.294,0,266.695,0,12443,-800
11-Feb-14,291.292,266.424,-24.868,96.09,20.143,116.233,133.069,13.796,3.326,0,266.424,0,12756,-1040
12-Feb-14,290.096,267.799,-22.297,88.448,24.868,113.316,135.766,14.281,4.436,0,267.799,0,12905,-950
13-Feb-14,295.069,273.068,-22.001,96.538,21.651,118.189,136.84,14.171,3.868,0,273.068,0,12970,-950
14-Feb-14,293.926,273.659,-20.267,100.99,17.866,118.856,136.546,15.295,2.962,0,273.659,0,13226,-900
15-Feb-14,290.202,273.562,-16.64,102.424,17.121,119.545,136.535,14.746,2.736,0,273.562,0,12807,-700
16-Feb-14,274.351,262.703,-11.648,98.302,16.627,114.929,113.404,13.76,20.61,0,262.703,0,12777,-400
17-Feb-14,284.217,261.555,-22.662,99.222,19.937,119.159,125.784,13.112,3.5,0,261.555,0,12838,-1000
18-Feb-14,287.656,264.969,-22.687,98.839,18.051,116.89,124.027,19.121,4.931,0,264.969,0,13093,-1000
19-Feb-14,288.594,267.151,-21.443,100.235,13.251,113.486,131.48,17.853,4.332,0,267.151,0,13123,-1000
20-Feb-14,289.516,264.985,-24.531,92.958,13.677,106.635,136.231,17.751,4.368,0,264.985,0,13109,-1100
21-Feb-14,291.873,268.003,-23.87,94.993,14.242,109.235,137.532,17.324,3.912,0,268.003,0,12925,-1000
22-Feb-14,299.852,276.065,-23.787,103.405,12.319,115.724,138.341,18.067,3.933,0,276.065,0,13057,-1100
23-Feb-14,288.731,265.911,-22.82,100.373,11.53,111.903,117.291,16.89,19.827,0,265.911,0,13158,-1500
24-Feb-14,290.356,272.07,-18.286,104.892,11.865,116.757,119.366,15.463,20.484,0,272.07,0,13471,-800
25-Feb-14,294.922,272.546,-22.376,103.218,17.169,120.387,131.141,16.659,4.359,0,272.546,0,13050,-1000
26-Feb-14,296.136,264.888,-31.248,93.995,19.632,113.627,132.82,14.266,4.175,0,264.888,0,12973,-1300
27-Feb-14,301.012,265.133,-35.879,91.466,19.587,111.053,135.892,13.501,4.687,0,265.133,0,13129,-1500
28-Feb-14,287.719,258.136,-29.583,89.349,17.172,106.521,133.769,14.185,3.661,0,258.136,0,12907,-1300
01-Mar-14,282.532,256.697,-25.835,89.036,17.195,106.231,133.938,12.677,3.851,0,256.697,0,12718,-1100
02-Mar-14,267.456,258.578,-8.878,97.297,7.873,105.17,133.842,15.414,4.152,0,258.578,0,12119,-400
03-Mar-14,265.07,253.826,-11.244,91.522,11.489,103.011,132.101,13.69,5.024,0,253.826,0,11631,-400
04-Mar-14,259.144,244.866,-14.278,89.408,12.431,101.839,124.539,14.22,4.268,0,244.866,0,11864,-600
05-Mar-14,261.183,248.729,-12.454,94.852,12.631,107.483,123.434,12.759,5.053,0,248.729,0,11664,-600
06-Mar-14,260.981,250.341,-10.64,96.314,11.279,107.593,125.803,12.867,4.078,0,250.341,0,11737,-500
07-Mar-14,267.03,256.74,-10.29,97.455,9.868,107.323,131.867,12.586,4.964,0,256.74,0,11682,-300
08-Mar-14,267.493,253.279,-14.214,96.794,10.46,107.254,127.974,13.442,4.609,0,253.279,0,11907,-600
09-Mar-14,259.215,252.893,-6.322,97.827,8.805,106.632,126.98,13.264,6.017,0,252.893,0,11143,-300
10-Mar-14,270.494,258.004,-12.49,97.99,10.085,108.075,131.4,13.598,4.931,0,258.004,0,11996,-550
11-Mar-14,275.996,262.866,-13.13,101.227,15.44,116.667,114.003,12.594,19.602,0,262.866,0,12215,-700
12-Mar-14,283.867,267.493,-16.374,100.58,17.166,117.746,115.755,13.66,20.332,0,267.493,0,12370,-700
13-Mar-14,288.212,272.623,-15.589,100.036,17.919,117.955,136.684,13.303,4.681,0,272.623,0,12538,-700
14-Mar-14,293.732,273.556,-20.176,102.825,16.015,118.84,135.699,13.615,5.402,0,273.556,0,12909,-1000
15-Mar-14,297.185,279.872,-17.313,93.6,24.45,118.05,143.195,13.265,5.362,0,279.872,0,12789,-800
16-Mar-14,289.59,277.813,-11.777,85.993,27.346,113.339,146.229,13.664,4.581,0,277.813,0,12267,-600
17-Mar-14,291.39,271.572,-19.818,91.272,20.574,111.846,142.593,12.992,4.141,0,271.572,0,12803,-850
18-Mar-14,300.898,272.858,-28.04,85.344,26.56,111.904,142.695,13.798,4.461,0,272.858,0,13327,-1300
19-Mar-14,311.847,264.317,-47.53,82.537,29.378,111.915,118.937,13.362,20.103,0,264.317,0,13773,-2000
20-Mar-14,314.001,277.353,-36.648,92.715,26.682,119.397,122.376,16.397,19.183,0,277.353,0,14025,-1500
21-Mar-14,317,281.7,-35.3,99.374,24.022,123.396,138.149,16.503,3.652,0,281.7,0,14169,-1500
22-Mar-14,311.364,284.778,-26.586,104.782,21.316,126.098,139.81,15.161,3.709,0,284.778,0,14250,-1200
23-Mar-14,305.802,281.436,-24.366,98.48,23.69,122.17,142.564,12.522,4.18,0,281.436,0,14362,-1200
24-Mar-14,311.994,283.446,-28.548,101.868,22.686,124.554,142.061,12.13,4.701,0,283.446,0,13924,-1300
25-Mar-14,313.964,282.018,-31.946,100.632,20.305,120.937,141.17,15.469,4.442,0,282.018,0,13909,-1400
26-Mar-14,315.594,281.108,-34.486,100.281,23.346,123.627,137.803,14.149,5.529,0,281.108,0,13891,-1500
27-Mar-14,311.789,283.645,-28.144,99.17,27.861,127.031,125.02,12.379,19.215,0,283.645,0,13694,-1500
28-Mar-14,315.838,280.581,-35.257,101.181,28.449,129.63,120.545,11.377,19.029,0,280.581,0,14236,-1800
29-Mar-14,318.803,278.092,-40.711,102.086,28.954,131.04,133.022,10.297,3.733,0,278.092,0,14060,-1700
30-Mar-14,309.136,279.62,-29.516,100.42,27.426,127.846,138.369,9.669,3.736,0,279.62,0,13462,-1300
31-Mar-14,311.226,281.603,-29.623,103.617,21.1,124.717,141.71,11.06,4.116,0,281.603,0,13832,-1200
01-Apr-14,311.999,279.5,-32.499,101.376,27.75,129.126,135.705,11.175,3.494,0,279.5,0,13733,-1500
02-Apr-14,312.627,278.332,-34.295,105.298,27.52,132.818,131.19,11.101,3.223,0,278.332,0,13696,-1500
03-Apr-14,315.8,279.351,-36.449,104.655,25.581,130.236,132.058,13.1,3.957,0,279.351,0,14046,-1600
04-Apr-14,319.756,276.358,-43.398,95.321,28.143,123.464,118.7,15.675,18.519,0,276.358,0,14590,-2400
05-Apr-14,313.401,266.871,-46.53,91.794,25.337,117.131,116.238,14.662,18.84,0,266.871,0,13990,-2000
06-Apr-14,301.392,268.01,-33.382,85.159,28.488,113.647,135.961,14.151,4.251,0,268.01,0,13342,-1500
07-Apr-14,317.031,269.614,-47.417,91.36,22.694,114.054,121.687,14.279,19.594,0,269.614,0,14084,-2200
08-Apr-14,315.831,268.075,-47.756,95.252,22.092,117.344,132.819,14.294,3.618,0,268.075,0,13828,-2000
09-Apr-14,303.884,269.65,-34.234,100.456,14.856,115.312,134.368,14.496,5.474,0,269.65,0,13263,-1500
10-Apr-14,297.952,267.269,-30.683,99.292,14.239,113.531,136.466,13.723,3.549,0,267.269,0,13331,-1400
11-Apr-14,309.081,263.288,-45.793,99.965,14.27,114.235,134.56,10.977,3.516,0,263.288,0,13450,-2000
12-Apr-14,307.787,263.575,-44.212,100.511,14.674,115.185,116.495,10.468,21.427,0,263.575,0,13586,-2000
13-Apr-14,297.222,258.048,-39.174,98.62,14.524,113.144,114.211,9.228,21.465,0,258.048,0,12975,-1632
